,Country,Carbon,Methane,Nitrogen,FGas
3510,Iraq,0.42,0.01,0.33,0.0
3511,Iraq,0.3,0.01,0.18,0.0
3512,Iraq,0.35,0.02,0.18,0.0
3513,Iraq,0.34,0.01,0.19,0.0
3514,Iraq,0.33,0.01,0.19,0.0
3515,Iraq,0.37,0.3,0.19,0.0
3516,Iceland,0.39,0.01,0.17,0.0
3517,Iceland,0.35,0.01,0.17,0.0
3518,Iceland,0.35,0.01,0.17,0.0
3519,Iceland,0.36,0.01,0.14,0.0
3520,Iceland,0.04,0.01,0.18,0.0
3521,Iceland,0.34,0.01,0.16,0.0
3522,Iceland,0.33,0.0,0.17,0.0
3523,Iceland,0.36,0.0,0.16,0.0
3524,Iceland,0.46,0.0,0.16,0.0
3525,Iceland,0.28,0.0,0.17,0.0
3526,Iceland,0.54,0.0,0.16,0.0
3527,Iceland,0.34,0.0,0.16,0.0
3528,Iceland,0.29,0.0,0.15,0.0
3529,Israel,0.22,0.0,0.21,0.0
3530,Israel,0.31,0.0,0.13,0.0
3531,Israel,0.31,0.0,0.15,0.0
3532,Israel,0.3,0.0,0.15,0.0
3533,Israel,0.29,0.0,0.14,0.0
3534,Israel,0.12,0.0,0.13,0.0
3535,Israel,0.3,0.0,0.14,0.0
3536,Israel,0.31,0.0,0.15,0.0
3537,Italy,0.28,0.0,0.14,0.0
3538,Italy,0.24,0.0,0.14,0.0
3539,Italy,0.28,0.01,0.14,0.0
3540,Jamaica,0.23,0.0,0.12,0.0
3541,Jamaica,0.24,0.0,0.14,0.0
3542,Jamaica,0.25,0.0,0.17,0.0
3543,Jamaica,0.26,0.0,0.14,0.0
3544,Jamaica,0.24,0.0,0.07,0.0
3545,Jamaica,0.09,0.0,0.13,0.0
3546,Jamaica,0.25,0.0,0.12,0.0
3547,Jamaica,0.39,0.0,0.13,0.0
3548,Jamaica,0.26,0.0,0.15,0.0
3549,Jordan,0.24,0.0,0.14,0.0
3550,Jordan,0.24,0.0,0.13,0.0
3551,Jordan,0.43,0.0,0.12,0.0
3552,Jordan,0.26,0.0,0.13,0.0
3553,Jordan,0.23,0.0,0.09,0.0
3554,Jordan,0.22,0.0,0.13,0.0
3555,Jordan,0.23,0.0,0.16,0.0
3556,Jordan,0.24,0.0,0.11,0.0
3557,Kazakhstan,0.27,0.0,0.13,0.0
3558,Kazakhstan,0.21,0.0,0.06,0.0
3559,Kazakhstan,0.24,0.0,0.12,0.0
3560,Kazakhstan,0.22,0.01,0.12,0.0
3561,Kenya,0.22,0.0,0.13,0.0
3562,Kenya,0.19,0.01,0.09,0.0
3563,Kenya,0.23,0.0,0.14,0.0
3564,Kenya,0.18,0.0,0.1,0.0
3565,Kenya,0.2,0.0,0.13,0.0
3566,Kenya,0.15,0.0,0.11,0.0
3567,Kenya,0.2,0.0,0.09,0.0
3568,Kyrgyzstan,0.02,0.0,0.11,0.0
3569,Kyrgyzstan,0.2,0.0,0.1,0.0
3570,Kyrgyzstan,0.13,0.0,0.03,0.0
3571,Kyrgyzstan,0.19,0.0,0.13,0.0
3572,Kyrgyzstan,0.19,0.0,0.13,0.0
3573,Kyrgyzstan,0.18,0.0,0.1,0.0
3574,Kyrgyzstan,0.19,0.0,0.02,0.0
3575,Kyrgyzstan,0.2,0.0,0.11,0.0
3576,Kyrgyzstan,0.19,0.0,0.09,0.0
3577,Kyrgyzstan,0.18,0.0,0.1,0.0
3578,Cambodia,0.18,0.0,0.1,0.0
3579,Cambodia,0.17,0.0,0.09,0.0
3580,Cambodia,0.19,0.0,0.1,0.0
3581,Cambodia,0.17,0.0,0.09,0.0
3582,Cambodia,0.18,0.0,0.12,0.0
3583,Cambodia,0.17,0.0,0.09,0.0
3584,Cambodia,0.17,0.0,0.11,0.0
3585,Kiribati,0.16,0.0,0.09,0.0
3586,Kiribati,0.17,0.0,0.09,0.0
3587,Kiribati,0.16,0.0,0.67,0.0
3588,Kiribati,0.15,0.0,0.09,0.0
3589,Kiribati,0.16,0.0,0.07,0.0
3590,Kiribati,0.16,0.0,0.1,0.0
3591,Kiribati,0.16,0.0,0.08,0.0
3592,Kiribati,0.18,0.0,0.08,0.0
3593,Kiribati,0.13,0.0,0.09,0.0
3594,Kiribati,0.14,0.0,0.11,0.0
3595,Kiribati,0.14,0.0,0.1,0.0
3596,Kiribati,0.14,0.0,0.09,0.0
3597,Kiribati,0.14,0.0,0.07,0.0
3598,Kiribati,0.14,0.0,0.08,0.0
3599,Kiribati,0.13,0.0,0.1,0.0
3600,Kiribati,0.13,0.0,0.35,0.0
3601,Kiribati,0.13,0.0,0.09,0.0
3602,Kiribati,0.06,0.0,0.04,0.0
3603,Kiribati,0.12,0.0,0.08,0.0
3604,Kiribati,0.12,0.0,0.08,0.0
3605,Saint Kitts and Nevis,0.15,0.0,0.1,0.0
3606,Saint Kitts and Nevis,0.11,0.0,0.08,0.0
3607,Saint Kitts and Nevis,0.12,0.0,0.07,0.0
3608,Saint Kitts and Nevis,0.11,0.0,0.08,0.0
3609,Saint Kitts and Nevis,0.05,0.0,0.08,0.0
3610,Saint Kitts and Nevis,0.12,0.0,0.12,0.0
3611,Saint Kitts and Nevis,0.09,0.0,0.12,0.0
3612,Saint Kitts and Nevis,0.1,0.0,0.07,0.0
3613,Saint Kitts and Nevis,0.09,0.0,0.06,0.0
3614,Saint Kitts and Nevis,0.11,0.0,0.07,0.0
3615,Saint Kitts and Nevis,0.03,0.0,0.08,0.0
3616,Saint Kitts and Nevis,0.12,0.0,0.06,0.0
3617,Saint Kitts and Nevis,0.1,0.0,0.07,0.0
3618,Saint Kitts and Nevis,0.09,0.0,0.07,0.0
3619,Saint Kitts and Nevis,0.09,0.0,0.06,0.0
3620,Saint Kitts and Nevis,0.09,0.0,0.06,0.0
3621,Saint Kitts and Nevis,0.09,0.0,0.04,0.0
3622,Saint Kitts and Nevis,0.08,0.0,0.39,0.0
3623,Saint Kitts and Nevis,0.02,0.0,0.09,0.0
3624,South Korea,0.1,0.0,0.07,0.0
3625,South Korea,0.09,0.0,0.08,0.0
3626,Kuwait,0.09,0.0,0.07,0.0
3627,Kuwait,0.09,0.0,0.06,0.0
3628,Kuwait,0.1,0.0,0.02,0.0
3629,Kuwait,0.08,0.0,0.07,0.0
3630,Kuwait,0.09,0.0,0.07,0.0
3631,Kuwait,0.09,0.0,0.07,0.0
3632,Laos,0.1,0.0,0.08,0.0
3633,Laos,0.09,0.0,0.07,0.0
3634,Laos,0.09,0.0,0.07,0.0
3635,Laos,0.07,0.0,0.05,0.0
3636,Laos,0.08,0.0,0.07,0.0
3637,Laos,0.07,0.0,0.06,0.0
3638,Laos,0.62,0.0,0.06,0.0
3639,Lebanon,0.08,0.0,0.06,0.0
3640,Lebanon,0.08,0.0,0.06,0.0
3641,Lebanon,0.09,-0.01,0.08,0.0
3642,Lebanon,0.09,-0.03,0.06,0.0
3643,Lebanon,0.08,-0.03,0.05,0.0
3644,Lebanon,0.08,-0.06,0.05,0.0
3645,Lebanon,0.08,-0.08,0.06,0.0
3646,Lebanon,0.08,-0.08,0.06,0.0
3647,Liberia,0.09,-0.09,0.06,0.0
3648,Liberia,0.08,-0.13,0.06,0.0
3649,Liberia,0.32,-0.13,0.06,0.0
3650,Liberia,0.07,-0.15,0.06,0.0
3651,Liberia,0.08,-0.24,0.05,0.0
3652,Liberia,0.07,-0.25,0.06,0.0
3653,Liberia,0.08,-0.28,0.07,0.0
3654,Liberia,0.06,-0.62,0.08,0.0
3655,Liberia,0.07,-1.07,0.06,0.0
3656,Liberia,0.07,-1.08,0.05,0.0
3657,Liberia,0.11,-1.32,0.04,0.0
3658,Liberia,0.07,-1.56,0.05,0.0
3659,Libya,0.06,-1.74,0.05,0.0
3660,Libya,0.06,-1.77,0.05,0.0
3661,Libya,0.06,-1.92,0.05,0.0
3662,Libya,0.06,-1.94,0.05,0.0
3663,Libya,0.06,-2.24,0.05,0.0
3664,Libya,0.06,-2.54,0.06,0.0
3665,Libya,0.36,-2.78,0.05,0.0
3666,Libya,0.06,-2.79,0.05,0.0
3667,Libya,0.08,-2.98,0.01,0.0
3668,Saint Lucia,0.06,-3.05,0.04,0.0
3669,Saint Lucia,0.05,-3.27,0.06,0.0
3670,Saint Lucia,0.08,-3.37,0.04,0.0
3671,Saint Lucia,0.06,-3.79,0.04,0.0
3672,Saint Lucia,0.02,-4.34,0.05,0.0
3673,Saint Lucia,0.06,-5.82,0.04,0.0
3674,Saint Lucia,0.07,-7.12,0.05,0.0
3675,Saint Lucia,0.06,-7.3,0.04,0.0
3676,Saint Lucia,0.06,-7.62,0.03,0.0
3677,Saint Lucia,0.05,-10.61,0.04,0.0
3678,Saint Lucia,0.06,-10.96,0.04,0.0
3679,Saint Lucia,0.05,-12.18,0.05,0.0
3680,Saint Lucia,0.05,-12.48,0.04,0.0
3681,Saint Lucia,0.05,-12.82,0.03,0.0
3682,Saint Lucia,0.04,-13.88,0.04,0.0
3683,Liechtenstein,0.05,-16.57,0.04,0.0
3684,Liechtenstein,0.05,-18.95,0.04,0.0
3685,Liechtenstein,0.05,-21.45,0.04,0.0
3686,Liechtenstein,0.04,-22.88,0.04,0.0
3687,Liechtenstein,0.05,-24.93,0.04,0.0
3688,Liechtenstein,0.05,-28.65,0.04,0.0
3689,Liechtenstein,0.05,-29.48,0.04,0.0
3690,Liechtenstein,0.05,-32.07,0.04,0.0
3691,Sri Lanka,0.05,-32.9,0.03,0.0
3692,Sri Lanka,0.06,-33.8,0.04,0.0
3693,Sri Lanka,0.06,-34.27,0.03,0.0
3694,Sri Lanka,0.04,-45.8,0.04,0.0
3695,Sri Lanka,0.01,-57.87,0.04,0.0
3696,Sri Lanka,0.05,-61.98,0.05,0.0
3697,Sri Lanka,0.05,-231.82,0.03,0.0
3698,Lesotho,0.05,-234.46,0.04,0.0
3699,Lesotho,0.06,-558.95,0.03,0.0
3700,Lesotho,0.05,-650.1,0.02,0.0
3701,Lesotho,0.05,32.81,0.03,0.0
3702,Lesotho,0.04,32.81,0.04,0.0
3703,Lesotho,0.04,32.81,0.03,0.0
3704,Lesotho,0.02,32.81,0.03,0.0
3705,Lesotho,0.04,32665.34,0.03,0.0
3706,Lesotho,0.04,15014.07,0.03,0.0
3707,Lesotho,0.04,9131.66,0.03,0.0
3708,Lesotho,0.04,6140.39,0.03,0.0
3709,Lesotho,0.04,4698.0,0.03,0.0
3710,Lesotho,0.04,4855.06,0.04,0.0
3711,Lesotho,0.04,2859.64,0.04,0.0
3712,Lesotho,0.04,2835.23,0.03,0.0
3713,Lesotho,0.04,2071.95,0.03,0.0
3714,Lesotho,0.04,2145.51,0.02,0.0
3715,Lesotho,0.03,1551.09,0.04,0.0
3716,Lithuania,0.05,1478.7,0.03,0.0
3717,Lithuania,0.03,1079.59,0.03,0.0
3718,Lithuania,0.04,1226.41,0.01,0.0
3719,Lithuania,0.04,1096.32,0.03,0.0
3720,Lithuania,0.05,1141.82,0.03,0.0
3721,Lithuania,0.03,1157.93,0.02,0.0
3722,Luxembourg,0.04,839.26,0.03,0.0
3723,Luxembourg,0.04,573.13,0.03,0.0
3724,Luxembourg,0.04,743.0,0.03,0.0
3725,Luxembourg,0.05,734.49,0.03,0.0
3726,Luxembourg,0.04,587.45,0.03,0.0
3727,Luxembourg,0.03,601.37,0.01,0.0
3728,Luxembourg,0.04,453.8,0.02,0.0
3729,Luxembourg,0.03,589.21,0.03,0.0
3730,Luxembourg,0.03,550.68,0.01,0.0
3731,Latvia,0.03,524.04,0.03,0.0
3732,Latvia,0.03,608.9,0.03,0.0
3733,Latvia,0.02,532.35,0.02,0.0
3734,Latvia,0.02,439.02,0.03,0.0
3735,Latvia,0.04,419.93,0.02,0.0
3736,Latvia,0.03,455.79,0.02,0.0
3737,Morocco,0.03,424.66,0.02,0.0
3738,Morocco,0.03,384.3,0.03,0.0
3739,Morocco,0.03,382.03,0.01,0.0
3740,Morocco,0.03,338.87,0.02,0.0
3741,Morocco,0.03,366.04,0.02,0.0
3742,Morocco,0.03,356.66,0.02,0.0
3743,Moldova,0.03,376.26,0.02,0.0
3744,Moldova,0.03,325.66,0.01,0.0
3745,Moldova,0.03,307.54,0.02,0.0
3746,Moldova,0.02,290.93,0.02,0.0
3747,Moldova,0.02,293.27,0.02,0.0
3748,Moldova,0.01,186.9,0.02,0.0
3749,Moldova,0.03,279.69,0.02,0.0
3750,Moldova,0.03,259.78,0.02,0.0
3751,Moldova,0.04,239.59,0.02,0.0
3752,Moldova,0.03,271.09,0.02,0.0
3753,Moldova,0.02,345.94,0.02,0.0
3754,Madagascar,0.01,206.45,0.02,0.0
3755,Madagascar,0.02,244.86,0.02,0.0
3756,Madagascar,0.02,222.54,0.03,0.0
3757,Madagascar,0.02,237.62,0.0,0.0
3758,Madagascar,0.02,208.41,0.02,0.0
3759,Madagascar,0.01,225.68,0.02,0.0
3760,Madagascar,0.02,212.65,0.0,0.0
3761,Madagascar,0.02,198.63,0.02,0.0
3762,Maldives,0.02,190.74,0.01,0.0
3763,Maldives,0.02,194.23,0.02,0.0
3764,Maldives,0.02,196.74,0.02,0.0
3765,Maldives,0.03,193.4,0.02,0.0
3766,Maldives,0.02,166.98,0.02,0.0
3767,Maldives,0.02,174.85,0.01,0.0
3768,Maldives,0.0,138.74,0.02,0.0
3769,Maldives,0.04,198.03,0.02,0.0
3770,Maldives,0.02,179.13,0.01,0.0
3771,Maldives,0.0,145.55,0.02,0.0
3772,Maldives,0.02,97.0,0.02,0.0
3773,Maldives,0.01,146.53,0.02,0.0
3774,Maldives,0.02,136.85,0.01,0.0
3775,Maldives,0.01,83.91,0.02,0.0
3776,Maldives,0.01,158.3,0.01,0.0
3777,Maldives,0.02,157.79,0.02,0.0
3778,Maldives,0.01,123.3,0.01,0.0
3779,Maldives,0.02,112.39,0.02,0.0
3780,Marshall Islands,0.02,118.49,0.02,0.0
3781,Marshall Islands,0.02,105.62,0.0,0.0
3782,Marshall Islands,0.01,101.86,0.02,0.0
3783,Marshall Islands,0.02,99.18,0.02,0.0
3784,Marshall Islands,0.02,148.19,0.02,0.0
3785,Marshall Islands,0.02,110.64,0.02,0.0
3786,Marshall Islands,0.02,118.19,0.02,0.0
3787,Marshall Islands,0.02,102.31,0.01,0.0
3788,Marshall Islands,0.02,103.89,0.01,0.0
3789,Marshall Islands,0.02,91.87,0.01,0.0
3790,Marshall Islands,0.02,125.96,0.01,0.0
3791,Marshall Islands,0.02,100.03,0.02,0.0
3792,Marshall Islands,0.02,93.22,0.02,0.0
3793,Marshall Islands,0.02,97.54,0.02,0.0
3794,Marshall Islands,0.01,105.39,0.03,0.0
3795,Marshall Islands,0.02,89.98,0.02,0.0
3796,Marshall Islands,0.02,85.37,0.02,0.0
3797,Marshall Islands,0.02,91.79,0.02,0.0
3798,Marshall Islands,0.03,89.79,0.02,0.0
3799,Macedonia,0.01,84.3,0.02,0.0
3800,Macedonia,0.03,72.97,0.02,0.0
3801,Macedonia,0.02,87.16,0.01,0.0
3802,Macedonia,0.02,86.83,0.03,0.0
3803,Macedonia,0.02,65.3,0.02,0.0
3804,Macedonia,0.02,105.29,0.04,0.0
3805,Macedonia,0.02,82.96,0.02,0.0
3806,Macedonia,0.02,81.53,0.01,0.0
3807,Macedonia,0.0,77.36,0.01,0.0
3808,Macedonia,0.03,87.95,0.01,0.0
3809,Macedonia,0.02,78.68,0.01,0.0
3810,Mali,0.02,70.21,0.01,0.0
3811,Mali,0.02,69.89,0.01,0.0
3812,Mali,0.01,34.9,0.01,0.0
3813,Mali,0.01,53.35,0.0,0.0
3814,Mali,0.01,72.7,0.01,0.0
3815,Mali,0.0,72.0,0.01,0.0
3816,Mali,0.01,69.54,0.01,0.0
3817,Mali,0.01,68.41,0.04,0.0
3818,Mali,0.01,83.42,0.0,0.0
3819,Mali,0.03,67.38,0.02,0.0
3820,Mali,0.01,51.06,0.01,0.0
3821,Mali,0.0,57.07,0.0,0.0
3822,Mali,0.01,55.11,0.01,0.0
3823,Mali,0.01,73.0,0.01,0.0
3824,Malta,0.01,64.12,0.01,0.0
3825,Malta,0.01,61.96,0.01,0.0
3826,Malta,0.01,71.39,0.01,0.0
3827,Malta,0.01,61.25,0.01,0.0
3828,Malta,0.0,63.0,0.01,0.0
3829,Malta,0.01,71.12,0.01,0.0
3830,Malta,0.01,63.08,0.01,0.0
3831,Malta,0.01,61.94,0.01,0.0
3832,Malta,0.01,53.27,0.02,0.0
3833,Malta,0.14,47.66,0.15,0.0
3834,Malta,0.01,53.0,0.0,0.0
3835,Malta,0.01,51.83,0.01,0.0
3836,Malta,0.0,49.3,0.03,0.0
3837,Myanmar,0.03,46.48,0.01,0.0
3838,Myanmar,0.01,51.91,0.01,0.0
3839,Myanmar,0.01,27.3,0.01,0.0
3840,Myanmar,0.01,36.82,0.01,0.0
3841,Myanmar,0.01,52.83,0.01,0.0
3842,Montenegro,0.01,52.52,0.02,0.0
3843,Montenegro,0.02,58.03,0.01,0.0
3844,Montenegro,0.01,48.16,0.01,0.0
3845,Montenegro,0.0,47.86,0.01,0.0
3846,Montenegro,0.01,48.85,0.01,0.0
3847,Montenegro,0.01,49.37,0.01,0.0
3848,Montenegro,0.01,65.93,0.01,0.0
3849,Montenegro,0.01,46.1,0.01,0.0
3850,Montenegro,0.01,45.99,0.0,0.0
3851,Montenegro,0.01,45.97,0.01,0.0
3852,Montenegro,0.01,45.41,0.01,0.0
3853,Mongolia,0.01,43.54,0.01,0.0
3854,Mongolia,0.01,45.87,0.01,0.0
3855,Mongolia,0.01,49.06,0.01,0.0
3856,Mongolia,0.01,48.78,0.01,0.0
3857,Mongolia,0.01,42.83,0.01,0.0
3858,Mongolia,0.01,41.4,0.01,0.0
3859,Mongolia,0.01,40.8,0.01,0.0
3860,Mongolia,0.01,46.46,0.01,0.0
3861,Mongolia,0.01,41.33,0.01,0.0
3862,Mozambique,0.01,40.84,0.01,0.0
3863,Mozambique,0.01,39.44,0.01,0.0
3864,Mozambique,0.01,45.15,0.0,0.0
3865,Mozambique,0.01,37.14,0.01,0.0
3866,Mozambique,0.01,36.26,0.01,0.0
3867,Mozambique,0.01,46.89,0.01,0.0
3868,Mozambique,0.01,27.04,0.01,0.0
3869,Mauritania,0.0,37.5,0.01,0.0
3870,Mauritania,0.01,40.39,0.0,0.0
3871,Mauritania,0.01,36.17,0.01,0.0
3872,Mauritania,0.01,37.6,0.01,0.0
3873,Mauritania,0.01,29.63,0.01,0.0
3874,Mauritania,0.01,39.83,0.01,0.0
3875,Mauritania,0.01,37.9,0.01,0.0
3876,Mauritania,0.01,35.6,0.02,0.0
3877,Mauritania,0.01,37.64,0.01,0.0
3878,Mauritania,0.01,35.11,0.01,0.0
3879,Mauritania,0.0,38.08,0.01,0.0
3880,Mauritania,0.01,20.9,0.01,0.0
3881,Mauritius,0.01,31.51,0.0,0.0
3882,Mauritius,0.25,37.03,0.01,0.0
3883,Mauritius,0.01,33.78,0.27,0.0
3884,Mauritius,0.01,37.23,0.01,0.0
3885,Mauritius,0.01,34.81,0.01,0.0
3886,Mauritius,0.01,30.7,0.01,0.0
3887,Mauritius,0.0,16.47,0.01,0.0
3888,Mauritius,0.01,34.85,0.01,0.0
3889,Mauritius,0.01,32.56,0.01,0.0
3890,Malawi,0.01,32.82,0.0,0.0
3891,Malawi,0.01,29.82,0.01,0.0
3892,Malawi,0.01,28.71,0.0,0.0
3893,Malawi,0.01,16.59,0.01,0.0
3894,Malawi,0.0,33.23,0.0,0.0
3895,Malawi,0.0,30.79,0.01,0.0
3896,Malawi,0.0,31.8,0.0,0.0
3897,Malawi,0.0,33.13,0.01,0.0
3898,Malawi,0.01,25.7,0.01,0.0
3899,Malaysia,0.01,27.01,0.0,0.0
3900,Malaysia,0.01,34.65,0.01,0.0
3901,Malaysia,0.01,28.13,0.01,0.0
3902,Namibia,0.0,35.72,0.01,0.0
3903,Namibia,0.01,29.71,0.0,0.0
3904,Namibia,0.01,30.16,0.01,0.0
3905,Namibia,0.01,29.01,0.02,0.0
3906,Namibia,0.01,21.61,0.01,0.0
3907,Namibia,0.01,34.23,0.01,0.0
3908,Namibia,0.01,33.06,0.01,0.0
3909,Namibia,0.01,38.4,0.01,0.0
3910,Namibia,0.02,30.29,0.01,0.0
3911,Namibia,0.01,26.01,0.01,0.0
3912,Namibia,0.01,26.64,0.01,0.0
3913,Namibia,0.0,23.64,0.01,0.0
3914,Niger,0.0,26.15,0.01,0.0
3915,Niger,0.0,25.33,0.01,0.0
3916,Niger,0.0,25.95,0.01,0.0
3917,Niger,0.0,30.5,0.0,0.0
3918,Niger,0.0,25.46,0.0,0.0
3919,Niger,0.0,27.27,0.0,0.0
3920,Niger,0.0,25.97,0.0,0.0
3921,Niger,0.0,26.5,0.0,0.0
3922,Niger,0.0,22.59,0.0,0.0
3923,Niger,0.0,25.78,0.0,0.0
3924,Niger,0.0,26.67,0.0,0.0
3925,Nigeria,0.0,14.76,0.0,0.0
3926,Nigeria,0.0,24.88,0.0,0.0
3927,Nigeria,0.0,28.88,0.0,0.0
3928,Nigeria,0.0,23.82,0.0,0.0
3929,Nicaragua,0.0,21.51,0.0,0.0
3930,Nicaragua,0.0,24.1,0.0,0.0
3931,Nicaragua,0.0,21.75,0.0,0.0
3932,Nicaragua,0.0,22.0,0.0,0.0
3933,Nicaragua,0.0,23.33,0.0,0.0
3934,Nicaragua,0.01,28.02,0.0,0.0
3935,Nicaragua,0.0,23.15,0.0,0.0
3936,Nicaragua,0.0,20.9,0.0,0.0
3937,Niue,0.0,17.98,0.0,0.0
3938,Niue,0.0,26.04,0.0,0.0
3939,Niue,0.0,21.75,0.0,0.0
3940,Niue,0.0,19.43,0.0,0.0
3941,Niue,0.0,22.42,0.0,0.0
3942,Niue,0.0,21.0,0.0,0.0
3943,Niue,0.0,20.59,0.0,0.0
3944,Niue,0.0,19.76,0.0,0.0
3945,Niue,0.0,17.52,0.0,0.0
3946,Niue,0.0,22.02,0.0,0.0
3947,Niue,0.0,19.48,0.0,0.0
3948,Niue,0.0,16.99,0.0,0.0
3949,Niue,0.0,20.43,0.0,0.0
3950,Niue,0.0,22.44,0.0,0.0
3951,Niue,0.0,16.51,0.0,0.0
3952,Niue,0.0,22.82,0.0,0.0
3953,Niue,0.0,19.51,0.0,0.0
3954,Niue,0.0,19.1,0.0,0.0
3955,Niue,0.0,16.65,0.0,0.0
3956,Netherlands,0.0,19.57,0.0,0.0
3957,Netherlands,0.0,18.45,0.0,0.0
3958,Netherlands,0.0,16.65,0.0,0.0
3959,Norway,0.0,14.52,0.0,0.0
3960,Norway,0.0,21.72,0.0,0.0
3961,Norway,0.0,19.36,0.0,0.0
3962,Norway,0.0,17.66,0.0,0.0
3963,Nepal,0.0,17.7,0.0,0.0
3964,Nepal,0.0,16.37,0.0,0.0
3965,Nepal,0.0,16.09,0.0,0.0
3966,Nepal,0.0,14.02,0.0,0.0
3967,Nepal,0.0,17.35,0.0,0.0
3968,Nepal,0.0,14.4,0.0,0.0
3969,Nepal,0.0,18.03,0.0,0.0
3970,Nepal,0.0,13.02,0.0,0.0
3971,Nauru,0.0,15.83,0.0,0.0
3972,Nauru,0.0,20.87,0.0,0.0
3973,Nauru,0.0,14.13,0.0,0.0
3974,Nauru,0.0,14.67,0.0,0.0
3975,Nauru,0.0,15.8,0.0,0.0
3976,Nauru,0.0,14.11,0.0,0.0
3977,Nauru,0.0,16.74,0.0,0.0
3978,Nauru,0.0,15.48,0.0,0.0
3979,Nauru,0.0,13.91,0.0,0.0
3980,Nauru,0.0,11.75,0.0,0.0
3981,Nauru,0.0,5.48,0.0,0.0
3982,Nauru,0.0,14.63,0.0,0.0
3983,Nauru,0.0,16.76,0.0,0.0
3984,Nauru,0.0,14.45,0.0,0.0
3985,Nauru,0.0,14.99,0.0,0.0
3986,Nauru,0.0,14.07,0.0,0.0
3987,Nauru,0.0,14.24,0.0,0.0
3988,Nauru,0.0,16.57,0.0,0.0
3989,Nauru,0.0,17.64,0.0,0.0
3990,Nauru,0.0,14.08,0.0,0.0
3991,New Zealand,0.0,10.87,0.0,0.0
3992,New Zealand,0.0,13.98,0.0,0.0
3993,New Zealand,0.0,14.23,0.0,0.0
3994,New Zealand,0.0,12.98,0.0,0.0
3995,Oman,0.0,10.89,0.0,0.0
3996,Oman,0.0,15.0,0.0,0.0
3997,Oman,0.0,11.72,0.0,0.0
3998,Oman,0.0,13.44,0.0,0.0
3999,Oman,0.0,12.66,0.0,0.0
4000,Pakistan,0.0,13.56,0.0,0.0
4001,Pakistan,0.0,13.9,0.0,0.0
4002,Pakistan,0.0,13.06,0.0,0.0
4003,Pakistan,0.0,10.72,0.0,0.0
4004,Pakistan,0.0,11.74,0.0,0.0
4005,Pakistan,0.0,9.65,0.0,0.0
4006,Panama,0.0,7.35,0.0,0.0
4007,Panama,0.0,9.92,0.0,0.0
4008,Panama,0.0,12.29,0.0,0.0
4009,Panama,0.0,12.21,0.0,0.0
4010,Panama,0.0,13.42,0.0,0.0
4011,Panama,0.0,10.95,0.0,0.0
4012,Peru,0.0,11.44,0.0,0.0
4013,Peru,0.01,8.16,0.0,0.0
4014,Peru,0.0,11.47,0.0,0.0
4015,Philippines,0.0,12.23,0.0,0.0
4016,Philippines,0.0,13.21,0.0,0.0
4017,Philippines,0.0,10.75,0.0,0.0
4018,Palau,0.0,10.38,0.0,0.0
4019,Palau,0.0,8.32,0.0,0.0
4020,Palau,0.0,9.59,0.0,0.0
4021,Palau,0.0,9.36,0.0,0.0
4022,Palau,0.0,10.71,0.0,0.0
4023,Palau,0.0,9.62,0.0,0.0
4024,Palau,0.0,10.56,0.0,0.0
4025,Palau,0.0,10.71,0.0,0.0
4026,Palau,0.0,10.41,0.0,0.0
4027,Palau,0.0,10.01,0.01,0.0
4028,Palau,0.0,10.11,0.0,0.0
4029,Palau,0.0,8.5,0.0,0.0
4030,Palau,0.0,9.57,0.0,0.0
4031,Palau,0.0,8.71,0.0,0.0
4032,Palau,0.0,11.68,0.0,0.0
4033,Palau,0.0,15.81,0.0,0.0
4034,Palau,0.0,9.13,0.0,0.0
4035,Palau,0.0,16.91,0.0,0.0
4036,Palau,0.0,8.1,0.0,0.0
4037,Papua New Guinea,0.0,8.74,0.0,0.0
4038,Papua New Guinea,0.0,12.86,0.0,0.0
4039,Papua New Guinea,0.0,9.36,0.0,0.0
4040,Papua New Guinea,0.0,8.96,0.0,0.0
4041,Papua New Guinea,0.0,9.19,0.0,0.0
4042,Papua New Guinea,0.0,10.23,0.0,0.0
4043,Papua New Guinea,0.0,8.5,0.0,0.0
4044,Papua New Guinea,0.0,8.79,0.0,0.0
4045,Papua New Guinea,0.0,9.41,0.0,0.0
4046,Papua New Guinea,0.0,9.62,0.0,0.0
4047,Papua New Guinea,0.0,8.94,0.01,0.0
4048,Poland,0.0,3.91,0.0,0.0
4049,Poland,0.0,7.68,0.0,0.0
4050,Poland,0.0,8.67,0.0,0.0
4051,North Korea,0.0,13.88,0.0,0.0
4052,North Korea,0.0,8.14,0.0,0.0
4053,North Korea,0.0,3.9,0.0,0.0
4054,North Korea,0.0,8.07,0.0,0.0
4055,North Korea,0.0,7.71,0.0,0.0
4056,North Korea,0.0,4.11,0.0,0.0
4057,Portugal,0.0,7.78,0.0,0.0
4058,Paraguay,0.0,8.14,0.0,0.0
4059,Paraguay,0.0,8.53,0.0,0.0
4060,Paraguay,0.0,7.18,0.0,0.0
4061,Paraguay,0.0,6.96,0.0,0.0
4062,Paraguay,0.0,7.68,0.0,0.0
4063,Paraguay,0.0,6.8,0.0,0.0
4064,Paraguay,0.0,6.01,0.0,0.0
4065,Paraguay,0.0,10.04,0.0,0.0
4066,Paraguay,0.0,6.53,0.0,0.0
4067,Qatar,0.0,6.9,0.0,0.0
